ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,JOBS_1000
AL,Alabama,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"2,630",1.395
AL,Alabama,35-9021,Dishwashers,detailed,"4,950",2.630
AL,Alabama,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"4,250",2.259
AL,Alabama,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,730,0.390
AL,Alabama,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"56,800",30.158
AL,Alabama,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"2,240",1.190
AL,Alabama,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"1,900",1.011
AL,Alabama,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"28,830",15.309
AL,Alabama,37-2012,Maids and Housekeeping Cleaners,detailed,"8,990",4.774
AL,Alabama,37-2021,Pest Control Workers,detailed,"1,920",1.019
AL,Alabama,37-3011,Landscaping and Groundskeeping Workers,detailed,"12,280",6.521
AL,Alabama,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,230,0.121
AL,Alabama,37-3013,Tree Trimmers and Pruners,detailed,330,0.176
AL,Alabama,37-3019,"Grounds Maintenance Workers, All Other",detailed,70,0.036
AL,Alabama,39-0000,Personal Care and Service Occupations,major,"45,150",23.975
AL,Alabama,39-1011,Gaming Supervisors,detailed,100,0.052
AL,Alabama,39-1012,Slot Supervisors,detailed,50,0.026
AL,Alabama,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"2,610",1.387
AL,Alabama,39-2011,Animal Trainers,detailed,70,0.035
AL,Alabama,39-2021,Nonfarm Animal Caretakers,detailed,"2,460",1.307
AL,Alabama,39-3012,Gaming and Sports Book Writers and Runners,detailed,360,0.190
AL,Alabama,39-3021,Motion Picture Projectionists,detailed,40,0.019
AL,Alabama,39-3091,Amusement and Recreation Attendants,detailed,"2,310",1.225
AL,Alabama,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,70,0.039
AL,Alabama,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,300,0.160
AL,Alabama,39-4011,Embalmers,detailed,80,0.041
AL,Alabama,39-4021,Funeral Attendants,detailed,860,0.454
AL,Alabama,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,430,0.226
AL,Alabama,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"3,350",1.780
AL,Alabama,39-5092,Manicurists and Pedicurists,detailed,490,0.258
AL,Alabama,39-5093,Shampooers,detailed,110,0.058
AL,Alabama,39-5094,Skincare Specialists,detailed,300,0.158
AL,Alabama,39-6011,Baggage Porters and Bellhops,detailed,340,0.182
AL,Alabama,39-6012,Concierges,detailed,50,0.024
AL,Alabama,39-7011,Tour Guides and Escorts,detailed,290,0.153
AL,Alabama,39-9011,Childcare Workers,detailed,"8,460",4.493
AL,Alabama,39-9021,Personal Care Aides,detailed,"11,700",6.213
AL,Alabama,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"2,090",1.112
AL,Alabama,39-9032,Recreation Workers,detailed,"3,930",2.089
AL,Alabama,39-9041,Residential Advisors,detailed,"1,710",0.909
AL,Alabama,39-9099,"Personal Care and Service Workers, All Other",detailed,200,0.104
AL,Alabama,41-0000,Sales and Related Occupations,major,"217,860",115.679
AL,Alabama,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"24,730",13.131
AL,Alabama,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"3,400",1.804
AL,Alabama,41-2011,Cashiers,detailed,"72,170",38.322
AL,Alabama,41-2021,Counter and Rental Clerks,detailed,"9,060",4.810
AL,Alabama,41-2022,Parts Salespersons,detailed,"3,770",2.004
AL,Alabama,41-2031,Retail Salespersons,detailed,"59,620",31.656
AL,Alabama,41-3011,Advertising Sales Agents,detailed,"1,490",0.789
AL,Alabama,41-3021,Insurance Sales Agents,detailed,"5,870",3.118
AL,Alabama,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"1,800",0.955
AL,Alabama,41-3041,Travel Agents,detailed,330,0.173
AL,Alabama,41-3099,"Sales Representatives, Services, All Other",detailed,"5,920",3.144
AL,Alabama,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"1,150",0.610
AL,Alabama,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"23,460",12.455
AL,Alabama,41-9011,Demonstrators and Product Promoters,detailed,150,0.081
AL,Alabama,41-9021,Real Estate Brokers,detailed,220,0.114
AL,Alabama,41-9022,Real Estate Sales Agents,detailed,"1,110",0.588
AL,Alabama,41-9031,Sales Engineers,detailed,280,0.149
AL,Alabama,41-9041,Telemarketers,detailed,"2,690",1.430
AL,Alabama,41-9099,"Sales and Related Workers, All Other",detailed,610,0.323
AL,Alabama,43-0000,Office and Administrative Support Occupations,major,"282,300",149.897
AL,Alabama,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"17,870",9.490
AL,Alabama,43-2011,"Switchboard Operators, Including Answering Service",detailed,"1,370",0.726
AL,Alabama,43-2021,Telephone Operators,detailed,80,0.040
AL,Alabama,43-3011,Bill and Account Collectors,detailed,"4,990",2.648
AL,Alabama,43-3021,Billing and Posting Clerks,detailed,"7,230",3.841
AL,Alabama,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"21,820",11.586
AL,Alabama,43-3051,Payroll and Timekeeping Clerks,detailed,"2,580",1.372
AL,Alabama,43-3061,Procurement Clerks,detailed,750,0.400
AL,Alabama,43-3071,Tellers,detailed,"9,000",4.778
AL,Alabama,43-3099,"Financial Clerks, All Other",detailed,120,0.062
AL,Alabama,43-4011,Brokerage Clerks,detailed,590,0.314
AL,Alabama,43-4021,Correspondence Clerks,detailed,50,0.027
AL,Alabama,43-4031,"Court, Municipal, and License Clerks",detailed,"2,520",1.339
AL,Alabama,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,400,0.212
AL,Alabama,43-4051,Customer Service Representatives,detailed,"30,670",16.287
AL,Alabama,43-4061,"Eligibility Interviewers, Government Programs",detailed,"3,160",1.677
AL,Alabama,43-4071,File Clerks,detailed,850,0.453
AL,Alabama,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"4,030",2.139
AL,Alabama,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"2,980",1.581
AL,Alabama,43-4121,"Library Assistants, Clerical",detailed,"1,200",0.637
AL,Alabama,43-4131,Loan Interviewers and Clerks,detailed,"3,050",1.619
AL,Alabama,43-4141,New Accounts Clerks,detailed,460,0.242
AL,Alabama,43-4151,Order Clerks,detailed,"1,550",0.823
AL,Alabama,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"1,800",0.957
AL,Alabama,43-4171,Receptionists and Information Clerks,detailed,"13,450",7.140
AL,Alabama,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,600,0.317
AL,Alabama,43-4199,"Information and Record Clerks, All Other",detailed,"1,310",0.698
AL,Alabama,43-5011,Cargo and Freight Agents,detailed,680,0.361
AL,Alabama,43-5021,Couriers and Messengers,detailed,"1,680",0.893
AL,Alabama,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"2,320",1.234
AL,Alabama,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"2,260",1.201
AL,Alabama,43-5041,"Meter Readers, Utilities",detailed,680,0.362
AL,Alabama,43-5051,Postal Service Clerks,detailed,"1,280",0.681
AL,Alabama,43-5052,Postal Service Mail Carriers,detailed,"5,150",2.736
AL,Alabama,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"1,060",0.564
AL,Alabama,43-5061,"Production, Planning, and Expediting Clerks",detailed,"2,530",1.341
AL,Alabama,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"8,370",4.446
AL,Alabama,43-5081,Stock Clerks and Order Fillers,detailed,"22,610",12.005
AL,Alabama,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"1,640",0.872
AL,Alabama,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"3,310",1.760
AL,Alabama,43-6012,Legal Secretaries,detailed,"3,880",2.061
AL,Alabama,43-6013,Medical Secretaries,detailed,"4,660",2.475
AL,Alabama,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"44,410",23.579
AL,Alabama,43-9011,Computer Operators,detailed,680,0.359
AL,Alabama,43-9021,Data Entry Keyers,detailed,"1,680",0.890
AL,Alabama,43-9022,Word Processors and Typists,detailed,340,0.183
AL,Alabama,43-9031,Desktop Publishers,detailed,90,0.047
AL,Alabama,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"2,300",1.219
AL,Alabama,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,530,0.284
AL,Alabama,43-9061,"Office Clerks, General",detailed,"33,090",17.567
AL,Alabama,43-9071,"Office Machine Operators, Except Computer",detailed,790,0.421
AL,Alabama,43-9111,Statistical Assistants,detailed,70,0.038
AL,Alabama,43-9199,"Office and Administrative Support Workers, All Other",detailed,"1,680",0.891
AL,Alabama,45-0000,"Farming, Fishing, and Forestry Occupations",major,"6,170",3.278
AL,Alabama,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,380,0.201
AL,Alabama,45-2011,Agricultural Inspectors,detailed,490,0.258
AL,Alabama,45-2041,"Graders and Sorters, Agricultural Products",detailed,850,0.454
AL,Alabama,45-2091,Agricultural Equipment Operators,detailed,180,0.095
AL,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,440,0.231
AL,Alabama,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,860,0.456
AL,Alabama,45-2099,"Agricultural Workers, All Other",detailed,220,0.117
AL,Alabama,45-4011,Forest and Conservation Workers,detailed,50,0.025
AL,Alabama,45-4021,Fallers,detailed,190,0.101
AL,Alabama,45-4022,Logging Equipment Operators,detailed,"2,350",1.248
AL,Alabama,45-4023,Log Graders and Scalers,detailed,100,0.053
AL,Alabama,45-4029,"Logging Workers, All Other",detailed,60,0.031
AL,Alabama,47-0000,Construction and Extraction Occupations,major,"74,640",39.634
AL,Alabama,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"10,340",5.488
AL,Alabama,47-2011,Boilermakers,detailed,180,0.098
AL,Alabama,47-2021,Brickmasons and Blockmasons,detailed,440,0.233
AL,Alabama,47-2022,Stonemasons,detailed,70,0.037
AL,Alabama,47-2031,Carpenters,detailed,"8,180",4.341
AL,Alabama,47-2041,Carpet Installers,detailed,**,**
AL,Alabama,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,420,0.224
AL,Alabama,47-2043,Floor Sanders and Finishers,detailed,**,**
AL,Alabama,47-2044,Tile and Marble Setters,detailed,270,0.141
AL,Alabama,47-2051,Cement Masons and Concrete Finishers,detailed,"1,630",0.867
AL,Alabama,47-2061,Construction Laborers,detailed,"7,810",4.147
AL,Alabama,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"1,140",0.603
AL,Alabama,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"6,080",3.228
AL,Alabama,47-2081,Drywall and Ceiling Tile Installers,detailed,630,0.334
AL,Alabama,47-2111,Electricians,detailed,"8,800",4.672
AL,Alabama,47-2121,Glaziers,detailed,390,0.208
AL,Alabama,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,230,0.123
AL,Alabama,47-2132,"Insulation Workers, Mechanical",detailed,530,0.282
AL,Alabama,47-2141,"Painters, Construction and Maintenance",detailed,"1,880",0.998
AL,Alabama,47-2151,Pipelayers,detailed,"1,870",0.994
AL,Alabama,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"5,370",2.852
AL,Alabama,47-2161,Plasterers and Stucco Masons,detailed,**,**
AL,Alabama,47-2181,Roofers,detailed,880,0.468
AL,Alabama,47-2211,Sheet Metal Workers,detailed,"1,260",0.671
AL,Alabama,47-2221,Structural Iron and Steel Workers,detailed,"1,560",0.826
AL,Alabama,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,360,0.192
AL,Alabama,47-3012,Helpers--Carpenters,detailed,860,0.455
AL,Alabama,47-3013,Helpers--Electricians,detailed,"1,920",1.018
AL,Alabama,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,160,0.087
AL,Alabama,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"1,090",0.578
AL,Alabama,47-3016,Helpers--Roofers,detailed,310,0.163
AL,Alabama,47-3019,"Helpers, Construction Trades, All Other",detailed,440,0.233
AL,Alabama,47-4011,Construction and Building Inspectors,detailed,"1,130",0.600
AL,Alabama,47-4021,Elevator Installers and Repairers,detailed,100,0.053
AL,Alabama,47-4031,Fence Erectors,detailed,120,0.066
AL,Alabama,47-4041,Hazardous Materials Removal Workers,detailed,450,0.239
AL,Alabama,47-4051,Highway Maintenance Workers,detailed,"3,660",1.941
AL,Alabama,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,190,0.098
AL,Alabama,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,350,0.184
AL,Alabama,47-4099,"Construction and Related Workers, All Other",detailed,730,0.387
AL,Alabama,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,130,0.066
AL,Alabama,47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,160,0.086
AL,Alabama,47-5021,"Earth Drillers, Except Oil and Gas",detailed,270,0.143
AL,Alabama,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,200,0.108
AL,Alabama,47-5041,Continuous Mining Machine Operators,detailed,130,0.067
AL,Alabama,47-5042,Mine Cutting and Channeling Machine Operators,detailed,290,0.151
AL,Alabama,47-5049,"Mining Machine Operators, All Other",detailed,90,0.047
AL,Alabama,47-5071,"Roustabouts, Oil and Gas",detailed,**,**
AL,Alabama,47-5081,Helpers--Extraction Workers,detailed,340,0.182
AL,Alabama,47-5099,"Extraction Workers, All Other",detailed,60,0.034
AL,Alabama,49-0000,"Installation, Maintenance, and Repair Occupations",major,"91,860",48.773
AL,Alabama,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"8,420",4.471
AL,Alabama,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"1,800",0.955
AL,Alabama,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,340,0.183
AL,Alabama,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"4,220",2.243
AL,Alabama,49-2091,Avionics Technicians,detailed,770,0.407
AL,Alabama,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,480,0.254
AL,Alabama,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,220,0.116
AL,Alabama,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"1,770",0.938
AL,Alabama,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,"1,140",0.603
AL,Alabama,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,140,0.075
AL,Alabama,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,290,0.155
AL,Alabama,49-2098,Security and Fire Alarm Systems Installers,detailed,810,0.430
AL,Alabama,49-3011,Aircraft Mechanics and Service Technicians,detailed,"2,900",1.538
AL,Alabama,49-3021,Automotive Body and Related Repairers,detailed,"2,440",1.296
AL,Alabama,49-3022,Automotive Glass Installers and Repairers,detailed,140,0.073
AL,Alabama,49-3023,Automotive Service Technicians and Mechanics,detailed,"8,100",4.298
AL,Alabama,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"4,150",2.201
AL,Alabama,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,430,0.230
AL,Alabama,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"3,060",1.624
AL,Alabama,49-3043,Rail Car Repairers,detailed,620,0.332
AL,Alabama,49-3051,Motorboat Mechanics and Service Technicians,detailed,180,0.094
AL,Alabama,49-3052,Motorcycle Mechanics,detailed,250,0.132
AL,Alabama,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,510,0.269
AL,Alabama,49-3091,Bicycle Repairers,detailed,**,**
AL,Alabama,49-3092,Recreational Vehicle Service Technicians,detailed,190,0.099
AL,Alabama,49-3093,Tire Repairers and Changers,detailed,"2,900",1.538
AL,Alabama,49-9011,Mechanical Door Repairers,detailed,250,0.134
AL,Alabama,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"1,710",0.908
AL,Alabama,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"4,660",2.475
AL,Alabama,49-9031,Home Appliance Repairers,detailed,220,0.118
AL,Alabama,49-9041,Industrial Machinery Mechanics,detailed,"9,750",5.179
AL,Alabama,49-9043,"Maintenance Workers, Machinery",detailed,910,0.486
AL,Alabama,49-9044,Millwrights,detailed,"1,000",0.531
AL,Alabama,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,130,0.068
AL,Alabama,49-9051,Electrical Power-Line Installers and Repairers,detailed,"3,880",2.058
AL,Alabama,49-9052,Telecommunications Line Installers and Repairers,detailed,690,0.369
AL,Alabama,49-9062,Medical Equipment Repairers,detailed,690,0.369
AL,Alabama,49-9063,Musical Instrument Repairers and Tuners,detailed,140,0.073
AL,Alabama,49-9064,Watch Repairers,detailed,**,**
AL,Alabama,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,250,0.132
AL,Alabama,49-9071,"Maintenance and Repair Workers, General",detailed,"13,910",7.388
AL,Alabama,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,480,0.252
AL,Alabama,49-9092,Commercial Divers,detailed,80,0.042
AL,Alabama,49-9094,Locksmiths and Safe Repairers,detailed,230,0.123
AL,Alabama,49-9095,Manufactured Building and Mobile Home Installers,detailed,60,0.033
AL,Alabama,49-9096,Riggers,detailed,110,0.060
AL,Alabama,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"3,920",2.081
